Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

  35  46  61  75  89  77 119 163 206 255    Pix  0  0
  36  47  62  77  91  77 124 165 210 255    Pix  0  1
  37  47  62  77  92  78 124 165 209 255    Pix  0  2
  36  46  61  75  88  76 118 161 206 255    Pix  0  3
  38  51  63  77  94  79 125 172 213 255    Pix  0  4
  38  48  63  77  93  78 122 164 207 255    Pix  0  5
  29  39  52  65  79  65 110 156 197 255    Pix  0  6
  31  44  57  68  85  72 113 157 200 255    Pix  0  7
  30  40  52  63  79  67 109 150 192 255    Pix  0  8
  31  44  59  69  85  71 114 158 204 255    Pix  0  9
  39  49  63  78  93  78 125 169 212 255    Pix  0 10
  28  39  51  63  78  65 107 149 191 255    Pix  0 11
  21  32  45  59  73  60 101 144 188 255    Pix  0 12
  28  38  50  64  80  67 110 156 202 255    Pix  0 13
  22  31  44  58  71  59  99 141 186 255    Pix  0 14
  39  49  62  76  91  77 119 160 204 255    Pix  0 15
  36  46  60  76  91  76 118 159 204 255    Pix  0 16
  36  47  61  76  90  76 120 162 206 255    Pix  0 17
  32  45  59  73  86  72 115 158 202 255    Pix  0 18
  32  44  57  71  84  71 115 158 204 255    Pix  0 19
  28  37  50  63  79  65 110 155 195 255    Pix  0 20
  30  41  53  66  80  68 110 156 200 255    Pix  0 21
  34  46  60  74  90  76 118 162 207 255    Pix  0 22
  31  44  56  69  82  69 112 155 198 255    Pix  0 23
  25  35  47  62  77  63 107 151 194 255    Pix  0 24
  28  40  52  66  81  67 112 157 202 255    Pix  0 25
  23  32  46  60  74  61 101 142 187 255    Pix  0 26
  30  42  54  66  80  67 111 155 198 255    Pix  0 27
  29  41  53  69  83  69 112 156 202 255    Pix  0 28
  29  41  52  66  82  68 111 156 201 255    Pix  0 29
  20  31  45  59  75  61 102 145 189 255    Pix  0 30
  20  31  45  59  75  60 102 146 190 255    Pix  0 31
  26  35  46  61  76  62 106 147 191 255    Pix  0 32
  35  46  59  71  87  74 115 158 203 255    Pix  0 33
  35  46  61  75  90  76 120 162 206 255    Pix  0 34
  33  45  60  71  85  72 116 159 204 255    Pix  0 35
  29  38  52  64  79  65 110 154 198 255    Pix  0 36
  31  44  56  71  86  72 115 159 206 255    Pix  0 37
  25  34  46  61  75  62 104 147 190 255    Pix  0 38
  30  40  52  65  80  67 110 156 197 255    Pix  0 39
  28  36  49  62  77  63 108 149 194 255    Pix  0 40
  29  41  53  66  81  68 111 156 199 255    Pix  0 41
  19  30  44  59  72  60 101 142 187 255    Pix  0 42
  26  36  48  62  77  63 109 151 195 255    Pix  0 43
  22  32  46  61  76  61 105 149 192 255    Pix  0 44
  31  44  57  70  85  72 116 157 204 255    Pix  0 45
  29  37  48  62  78  63 105 145 189 255    Pix  0 46
  31  45  58  71  86  74 116 158 204 255    Pix  0 47
  19  30  43  55  66  56  96 139 178 255    Pix  0 48
  19  29  42  54  68  55  96 140 181 255    Pix  0 49
  19  30  44  58  71  58  99 143 189 255    Pix  0 50
  29  40  54  65  79  66 109 153 196 255    Pix  0 51
  34  45  59  70  86  74 115 158 203 255    Pix  0 52
  34  45  60  72  88  74 116 159 205 255    Pix  0 53
  28  39  51  64  79  66 109 154 196 255    Pix  0 54
  29  41  54  67  82  67 111 157 201 255    Pix  0 55
  26  33  46  61  75  61 105 145 191 255    Pix  0 56
  29  40  51  65  81  67 110 156 199 255    Pix  0 57
  30  43  54  67  82  69 111 156 200 255    Pix  0 58
  28  37  49  62  78  63 107 148 191 255    Pix  0 59
  26  35  49  62  78  63 108 152 195 255    Pix  0 60
  24  34  47  61  76  62 107 147 191 255    Pix  0 61
  21  31  45  59  74  60 102 144 190 255    Pix  0 62
  29  39  51  64  80  66 110 155 196 255    Pix  0 63
