Mode 1 Ntrig 50
32 100   0   0   0   0   0   0   0   0   0   1   2  20  20  20  26  37  39  44  46  48  45  50  50  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   1   1   2  13  11  23  26  31  38  44  48  46  47  48  50  50  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   0   0   4   3   6  12  19  14  24  28  35  43  47  49  49  50  50  50  50  50  50  50  50  50  50  50
32 108   0   0   0   0   0   0   2   0   3   6   7   6   8  15  25  26  35  39  48  49  49  50  49  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   1   0   0   0   1   1   5   6  11  15  39  44  46  49  49  50  48  50  50  50  50  50  50  50  50  50  50
32 106   0   0   0   0   0   0   0   0   3   6  11  14  13  17   9  33  31  45  45  46  49  50  50  50  50  50  50  50  50  50  50  50
32 105   0   0   0   0   0   0   0   0   2   3   8  11  13  20  21  23  34  38  40  44  49  48  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   0   0   0   3   2   3   6  14  16  22  34  42  48  49  50  50  50  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   1   0   0   5   0   3   7  12  25  34  39  45  45  46  46  47  49  50  50  50  50  50  50  50  50  50
32 104   0   0   0   0   0   0   0   2   6   8  19  16  19  24  25  25  33  31  43  42  49  48  49  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   1   0   1   0   2   5   5   9   9  13  29  37  50  48  50  50  50  50  50  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   0   1   1  12  16  18  24  31  38  41  47  46  42  49  50  49  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   1   1   4   6   6  17  10  12  18  27  33  37  44  43  48  49  50  50  50  50  50  50  50  50  50  50
32 105   0   0   0   0   0   0   0   1   4   5  11   4  16  18  21  24  29  43  39  45  48  50  50  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   0   0   3   2   1   2   6   8  13  28  35  36  49  48  49  49  49  50  50  50  50  50  50  50  50  50  50
32  98   0   0   0   0   0   0   0   1   0   0   2   4  13  24  29  39  42  46  47  48  48  49  50  50  50  50  50  50  50  50  50  50
32 103   0   0   0   0   0   0   0   1   1   2   7  13  19  20  23  29  31  34  43  47  50  49  50  50  49  50  50  50  50  50  50  50
