Pulse heights for the following Vcal values:
Low range:  50 100 150 200 250 
High range:  30 50 70 90 200 

  37  49  64  78  93  79 126 166 207 255    Pix  0  0
  36  49  63  78  92  78 126 167 209 255    Pix  0  1
  32  45  59  73  86  76 121 158 202 255    Pix  0  2
  37  47  62  78  93  79 125 167 207 255    Pix  0  3
  36  47  63  78  93  79 125 164 205 255    Pix  0  4
  36  46  61  76  91  77 124 162 205 255    Pix  0  5
  29  39  53  65  79  70 112 153 193 255    Pix  0  6
  30  42  54  68  83  71 115 156 196 255    Pix  0  7
  27  37  50  64  78  64 109 148 189 255    Pix  0  8
  31  45  59  74  86  73 121 159 204 255    Pix  0  9
  31  45  59  71  85  75 118 158 203 255    Pix  0 10
  29  40  53  66  79  68 113 156 195 255    Pix  0 11
  27  37  51  64  78  66 112 156 196 255    Pix  0 12
  27  36  48  63  77  65 110 148 189 255    Pix  0 13
  22  33  47  61  77  63 109 149 190 255    Pix  0 14
  34  46  60  74  87  76 121 160 204 255    Pix  0 15
  36  47  62  76  91  78 124 162 204 255    Pix  0 16
  35  46  61  76  88  76 120 160 204 255    Pix  0 17
  28  38  52  64  79  67 111 149 191 255    Pix  0 18
  28  38  52  64  80  67 111 153 193 255    Pix  0 19
  28  37  51  64  79  68 112 154 195 255    Pix  0 20
  28  38  49  63  77  65 109 149 189 255    Pix  0 21
  29  42  54  68  80  69 116 155 197 255    Pix  0 22
  31  45  60  74  87  75 122 163 206 255    Pix  0 23
  26  37  51  64  79  66 111 155 197 255    Pix  0 24
  23  32  46  60  76  62 107 146 189 255    Pix  0 25
  26  36  48  63  78  65 111 153 195 255    Pix  0 26
  28  39  52  66  81  68 114 156 197 255    Pix  0 27
  30  42  55  68  83  71 115 156 200 255    Pix  0 28
  27  38  50  65  78  67 112 155 195 255    Pix  0 29
  23  33  46  60  75  62 108 146 188 255    Pix  0 30
  22  34  47  61  76  63 108 146 190 255    Pix  0 31
  21  31  46  59  74  61 105 145 186 255    Pix  0 32
  31  44  59  70  85  74 117 158 200 255    Pix  0 33
  33  45  59  72  86  75 119 157 200 255    Pix  0 34
  31  46  59  72  85  76 120 159 203 255    Pix  0 35
  29  41  54  68  83  70 116 157 201 255    Pix  0 36
  25  34  47  61  76  63 108 148 190 255    Pix  0 37
  29  42  54  68  84  72 115 157 198 255    Pix  0 38
  28  38  51  64  79  67 110 154 195 255    Pix  0 39
  30  41  54  69  84  70 117 158 202 255    Pix  0 40
  28  40  52  65  79  68 111 155 195 255    Pix  0 41
  20  30  44  57  72  60 104 144 188 255    Pix  0 42
  21  33  45  60  75  61 108 147 189 255    Pix  0 43
  17  30  44  57  71  58 103 142 186 255    Pix  0 44
  28  38  52  65  79  67 112 153 194 255    Pix  0 45
  28  37  50  63  79  67 110 151 192 255    Pix  0 46
  29  40  53  66  80  69 114 156 196 255    Pix  0 47
  20  30  44  58  72  60 105 144 186 255    Pix  0 48
  20  30  44  56  69  59 100 141 180 255    Pix  0 49
  21  33  46  61  76  63 108 149 190 255    Pix  0 50
  31  43  56  69  81  72 116 158 198 255    Pix  0 51
  31  44  57  69  84  73 116 157 198 255    Pix  0 52
  31  45  57  73  85  74 118 158 203 255    Pix  0 53
  27  36  49  63  77  64 109 148 188 255    Pix  0 54
  25  34  47  62  76  63 109 149 192 255    Pix  0 55
  29  42  55  69  83  70 116 157 198 255    Pix  0 56
  26  37  48  63  78  66 110 151 191 255    Pix  0 57
  29  40  52  67  80  70 114 157 197 255    Pix  0 58
  27  37  50  63  78  65 110 152 193 255    Pix  0 59
  18  30  43  57  70  59 103 143 185 255    Pix  0 60
  18  30  44  57  70  59 102 142 183 255    Pix  0 61
  19  31  44  56  71  59 103 143 181 255    Pix  0 62
  28  38  50  64  78  66 110 152 193 255    Pix  0 63
  26  36  48  63  78  64 111 151 194 255    Pix  0 64
  24  34  47  61  77  63 109 149 190 255    Pix  0 65
  18  31  45  57  72  59 103 142 182 255    Pix  0 66
  21  32  46  59  75  61 106 143 187 255    Pix  0 67
  16  29  42  54  69  58 102 143 183 255    Pix  0 68
  31  44  59  72  84  75 119 158 202 255    Pix  0 69
  30  43  55  68  83  71 115 156 197 255    Pix  0 70
  30  41  54  69  80  70 115 155 195 255    Pix  0 71
  22  31  46  61  76  62 108 147 189 255    Pix  0 72
  23  34  47  61  77  63 109 149 192 255    Pix  0 73
  24  35  47  61  76  63 110 150 191 255    Pix  0 74
  27  37  50  64  79  66 111 152 194 255    Pix  0 75
  26  35  46  61  76  62 107 147 187 255    Pix  0 76
  27  35  47  61  76  63 107 143 186 255    Pix  0 77
  21  32  46  61  76  62 108 149 190 255    Pix  0 78
  15  28  38  49  63  51  93 129 167 255    Pix  0 79
  35  46  62  77  93  79 126 172 215 255    Pix  1  0
  32  45  60  76  92  78 125 169 212 255    Pix  1  1
  31  45  60  75  88  76 123 165 207 255    Pix  1  2
  36  46  63  77  93  78 127 172 217 255    Pix  1  3
  34  46  63  77  92  78 127 172 216 255    Pix  1  4
