Mode 1 Ntrig 50
32  97   0   0   0   0   0   0   0   0   1   2   1   6  11  12  36  40  45  48  49  50  50  50  50  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   0   0   0   8  11  15  21  29  37  47  42  48  49  50  49  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   0   2   1   4   5   9  26  39  41  46  44  49  50  50  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   0   1   1   5  10  17  35  35  41  45  45  48  48  49  50  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   2   1   3   9  18  24  31  34  36  41  38  39  45  49  47  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   0   0   0   1   1   2   4  11  12  24  36  41  43  45  49  50  49  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   0   1   1   2   9  13  34  40  39  42  50  49  49  50  50  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   0   0   0   1   0   3   9   7  12  17  40  43  46  48  47  50  50  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   0   2   2   1   6  10  33  35  42  48  46  47  50  50  50  50  50  50  50  50  50  50  50  50
32  94   0   0   1   0   0   0   2   2   3   3   2   6  15  13  22  27  29  44  48  48  49  49  50  50  50  50  50  50  50  50  50  50
32  92   0   0   0   0   0   0   0   4   1   4   9  14  13  10  24  34  35  46  48  50  50  50  50  50  50  50  50  50  50  50  50  50
32  91   0   0   0   0   0   0   0   0   3   3  10  10  12  26  21  29  43  41  47  50  50  50  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   1   0   0   3   7  14  26  38  44  43  46  49  50  50  50  50  50  50  50  50  50  50  50  50
32  91   0   0   0   0   0   0   1   1   2   8  11   7  16  19  23  35  35  43  45  47  50  50  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   0   0   1   0   3   9  20  29  39  49  47  50  50  48  49  50  50  50  50  50  50  50  50  50
32  98   0   0   0   0   0   0   0   0   0   2   1   6   6  22  35  37  43  45  47  49  49  49  50  50  50  50  50  50  50  50  50  50
32  88   0   0   0   0   0   1   1   1   1   5  15   9  17  25  23  27  41  41  41  45  50  49  50  50  50  50  50  50  50  50  50  50
32  89   0   0   0   0   0   0   0   2   1   8   5   9  19  17  30  30  38  45  46  46  49  48  49  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   2   2   5  12  13  25  29  32  41  41  46  49  46  50  49  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   0   0   1   1   4   1   5  10  20  18  30  36  45  48  50  49  49  50  50  50  50  50  50  50  50  50  50
32  86   0   0   0   0   0   0   1   0   0   1   3   2   5   8  21  19  27  32  27  38  46  39  50  50  50  50  50  50  50  50  50  50
32  83   0   0   0   0   0   0   1   1   0   3   2   6   9  19  28  30  38  45  45  46  46  50  49  49  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   0   0   1   1   2   4   8   6  15  16  30  40  41  44  50  50  49  50  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   0   0   0   1   0   4   6  13  14  25  41  43  46  49  48  50  50  49  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   0   2   0   5  17  19  24  36  38  41  40  48  48  48  49  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   1   0   3   0   3   7   6  10  13  26  35  41  47  50  50  50  50  50  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   0   0   1   1   4   6   3   7  13  25  25  38  47  49  50  50  50  49  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   1   2   1   1   2   5   6  13  17  19  25  31  45  50  50  50  50  50  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   1   0   0   0   2   3   6   9  15  14  38  46  47  46  49  48  50  50  49  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   0   1   1   1   4  12  17  13  21  24  38  40  46  49  48  50  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   0   0   0   2   2   3  13   9  16  23  23  43  48  50  50  50  50  50  50  50  50  50  50  50  50  50  50
32  92   0   0   0   0   0   0   0   1   3   6   2   7   9  10  21  34  37  41  46  50  50  50  50  50  50  50  50  50  50  50  50  50
32 101   0   0   0   0   0   1   1   0   0   1   9  14  22  23  28  32  41  42  44  43  46  47  49  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   1   0   1   3   2   7  11  13  20  28  33  42  43  50  50  50  50  50  50  50  50  50  50  50  50  50  50
32 101   0   0   0   0   0   0   0   0   0   0   5  14  13  21  21  27  40  34  43  43  46  48  50  49  50  50  50  50  50  50  50  50
32  96   0   0   0   1   0   1   0   0   1   2   6   9  10  14  21  43  40  44  49  47  47  50  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   1   0   1   2   2   6   7   6  15  16  28  43  42  47  48  50  50  50  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   0   1   0   0   1   4   5   8  11  26  41  41  46  48  50  48  50  50  50  50  50  50  50  50  50  50  50
32 106   0   0   0   0   0   0   0   1   3   3   8  11  12  15  20  35  37  41  48  46  49  48  50  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   2   1   5  12  16  26  30  33  37  42  43  43  45  48  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   0   0   0   0   2  13  18  28  33  41  45  48  48  50  49  50  50  49  50  50  50  50  50  50  50
32  93   0   0   0   0   0   1   0   3   2   2   3   8   6  13  23  29  32  44  45  49  50  50  50  50  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   1   1   7   4  11  10  14  20  18  30  35  39  44  46  49  50  50  50  50  50  50  50  50  50  50  50
32 100   0   0   0   0   0   0   0   0   1   1   4   7  25  17  28  36  43  43  47  47  50  47  50  50  50  50  50  50  50  50  50  50
32  87   0   0   0   0   0   0   0   1   0   4   4   9  16  17  27  23  28  31  40  48  48  49  50  49  50  50  50  50  50  50  50  50
32  98   0   0   0   0   0   0   0   0   0   0   2   3   5  23  26  32  36  46  46  47  49  50  49  50  50  50  50  50  50  50  50  50
32  98   0   0   0   0   0   0   0   0   0   1   1   2   7  17  25  36  39  43  47  46  49  50  50  49  50  50  50  50  50  50  50  50
