#
#--------LOG from Wed 08 Apr 2015 at 18h:20m:20s ---------
#
1428510019	 6.12
1428510024	 6.12
1428510030	 6.12
1428510035	 6.12
1428510040	 6.12
1428510046	 6.12
1428510051	 6.13
1428510057	 6.13
1428510062	 6.14
1428510067	 6.14
1428510073	 6.15
1428510078	 6.16
1428510083	 6.16
1428510088	 6.16
1428510093	 6.17
1428510099	 6.17
1428510104	 6.16
1428510109	 6.16
1428510115	 6.16
1428510120	 6.15
1428510125	 6.14
1428510131	 6.14
1428510136	 6.13
1428510141	 6.13
1428510147	 6.13
1428510152	 6.13
1428510158	 6.12
1428510163	 6.12
1428510168	 6.12
1428510174	 6.12
1428510179	 6.12
1428510184	 6.11
1428510189	 6.11
1428510194	 6.12
1428510201	 6.12
1428510206	 6.13
1428510211	 6.13
1428510216	 6.13
1428510221	 6.14
1428510227	 6.15
1428510232	 6.15
1428510237	 6.15
1428510242	 6.16
1428510247	 6.16
1428510253	 6.16
1428510258	 6.16
1428510263	 6.16
1428510268	 6.15
1428510273	 6.15
1428510279	 6.14
1428510284	 6.14
1428510289	 6.13
1428510295	 6.13
1428510300	 6.12
1428510305	 6.12
1428510310	 6.12
1428510316	 6.12
1428510321	 6.11
1428510326	 6.11
1428510332	 6.11
1428510337	 6.11
1428510342	 6.11
1428510348	 6.12
1428510353	 6.12
1428510358	 6.12
1428510364	 6.13
1428510369	 6.14
1428510375	 6.14
1428510380	 6.15
1428510385	 6.15
1428510390	 6.16
1428510395	 6.16
1428510400	 6.16
1428510406	 6.16
1428510411	 6.15
1428510417	 6.15
1428510422	 6.14
1428510427	 6.14
1428510432	 6.13
1428510437	 6.13
1428510442	 6.12
1428510447	 6.12
1428510452	 6.12
1428510458	 6.12
1428510463	 6.11
1428510468	 6.11
1428510473	 6.11
1428510478	 6.11
1428510484	 6.11
1428510489	 6.11
1428510494	 6.11
1428510500	 6.12
1428510505	 6.12
1428510511	 6.13
1428510516	 6.13
1428510521	 6.14
1428510527	 6.14
1428510532	 6.15
1428510538	 6.15
1428510543	 6.15
1428510548	 6.15
1428510553	 6.15
1428510558	 6.14
1428510564	 6.14
1428510569	 6.13
1428510574	 6.13
1428510579	 6.12
1428510585	 6.12
1428510590	 6.12
1428510595	 6.11
1428510600	 6.11
1428510606	 6.11
1428510611	 6.11
1428510616	 6.10
1428510621	 6.10
1428510626	 6.11
1428510632	 6.11
1428510637	 6.12
1428510642	 6.12
1428510647	 6.12
1428510652	 6.13
1428510658	 6.13
1428510663	 6.14
1428510668	 6.14
1428510673	 6.15
1428510678	 6.15
1428510684	 6.15
1428510689	 6.15
1428510694	 6.15
1428510699	 6.14
1428510705	 6.14
1428510710	 6.13
1428510716	 6.13
1428510721	 6.13
1428510726	 6.12
1428510731	 6.11
1428510736	 6.11
1428510742	 6.11
1428510747	 6.11
1428510752	 6.11
1428510757	 6.10
1428510763	 6.10
1428510768	 6.10
1428510773	 6.11
1428510779	 6.11
1428510784	 6.11
1428510789	 6.12
1428510795	 6.12
1428510801	 6.13
1428510806	 6.14
1428510811	 6.14
1428510816	 6.14
1428510822	 6.14
1428510827	 6.14
1428510833	 6.14
1428510838	 6.14
1428510843	 6.14
1428510848	 6.13
1428510853	 6.13
1428510858	 6.12
1428510864	 6.12
1428510869	 6.11
1428510874	 6.11
1428510879	 6.11
1428510885	 6.10
1428510890	 6.10
1428510896	 6.10
1428510901	 6.10
1428510907	 6.10
1428510912	 6.10
1428510918	 6.10
1428510923	 6.10
1428510928	 6.11
1428510933	 6.11
1428510939	 6.12
1428510944	 6.12
1428510950	 6.13
1428510955	 6.13
1428510960	 6.14
1428510965	 6.14
1428510970	 6.14
1428510976	 6.14
1428510981	 6.14
1428510986	 6.14
1428510992	 6.13
1428510998	 6.13
1428511003	 6.13
1428511008	 6.12
1428511013	 6.12
1428511019	 6.11
1428511024	 6.11
1428511029	 6.11
1428511035	 6.10
1428511040	 6.10
1428511045	 6.10
1428511050	 6.10
1428511055	 6.10
1428511061	 6.09
1428511066	 6.09
1428511071	 6.10
1428511076	 6.10
1428511082	 6.10
1428511087	 6.11
1428511092	 6.11
1428511097	 6.11
1428511102	 6.12
1428511108	 6.12
1428511114	 6.13
1428511119	 6.13
1428511124	 6.13
1428511129	 6.14
1428511134	 6.14
1428511140	 6.14
1428511145	 6.13
1428511150	 6.13
1428511156	 6.13
1428511161	 6.12
1428511166	 6.12
1428511172	 6.11
1428511177	 6.11
1428511183	 6.10
1428511188	 6.10
1428511194	 6.10
1428511199	 6.10
1428511204	 6.10
1428511209	 6.09
1428511214	 6.09
1428511220	 6.09
1428511225	 6.10
1428511230	 6.10
1428511235	 6.11
1428511240	 6.11
1428511246	 6.11
1428511251	 6.12
1428511256	 6.12
1428511262	 6.13
1428511267	 6.13
1428511273	 6.14
1428511278	 6.14
1428511283	 6.14
1428511289	 6.14
1428511294	 6.13
1428511299	 6.13
1428511305	 6.12
1428511311	 6.12
1428511316	 6.11
1428511321	 6.11
1428511326	 6.11
1428511332	 6.10
1428511337	 6.10
1428511342	 6.10
1428511348	 6.10
1428511353	 6.09
1428511358	 6.09
1428511364	 6.09
1428511369	 6.09
1428511374	 6.09
1428511380	 6.09
1428511385	 6.09
1428511391	 6.10
1428511396	 6.10
1428511401	 6.11
