Mode 1 Ntrig 50
32  94   0   0   0   0   0   0   1   1   0   2   5   7  14  20  25  34  38  48  49  50  50  50  49  50  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   0   0   3   2   6  14  19  12  27  30  29  36  45  47  48  50  50  50  50  50  50  50  50  50  50  50
32  97   0   0   0   0   0   1   0   0   0   2   1   2  11  10  24  33  39  45  45  42  50  50  50  49  50  50  50  50  50  50  50  50
32  86   0   0   0   0   0   0   0   0   1   0   5  10  12  20  28  31  40  40  43  46  48  48  50  49  50  50  50  50  50  50  50  50
32  93   0   0   0   0   0   0   1   1   5  12   6  11  16  18  22  30  35  45  45  49  48  50  50  50  50  50  50  50  50  50  50  50
32  94   0   0   0   0   0   0   1   0   2   2   6   7  17  17  33  27  39  50  48  49  50  50  50  50  50  50  50  50  50  50  50  50
32  91   0   0   0   0   0   0   0   1   4   3  12   8  10  19  25  30  36  41  46  47  50  49  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   2   2   1   1   0   5   9  15  20  28  32  40  46  50  50  50  50  49  50  50  50  50  50  50  50  50  50
32  98   0   0   0   0   0   0   0   0   0   2   5   7   7  23  27  36  43  44  47  48  48  48  47  50  50  50  50  50  50  50  50  50
32  91   0   0   0   0   0   0   0   0   2   2   5  10  14  19  14  34  35  40  46  44  49  50  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   0   2   2   1   2   6   6   9  20  22  36  43  47  50  50  49  50  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   0   1   0   1   1   6   7   9  18  24  30  38  47  45  50  49  50  50  50  50  50  49  50  50  50  50  50
32  99   0   0   0   0   0   0   0   0   1   1   2   5  13  26  30  42  37  45  47  48  49  49  50  49  50  50  50  50  50  50  50  50
32  99   0   0   0   0   0   0   0   1   1   1   4   6  20  23  30  29  34  38  43  48  48  48  50  49  49  50  50  50  50  50  50  50
32  94   0   0   0   0   0   0   1   3   1   2   9   8   9  20  25  32  35  48  49  50  50  50  50  50  50  50  50  50  50  50  50  50
32  99   0   0   0   0   0   0   0   0   1   0   0   9  14  27  24  36  36  42  47  44  47  48  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   1   0   0   1   3   0   2   6   8  11  17  24  27  34  37  47  46  46  47  49  50  50  50  50  50  50  50  50  50
32  90   0   0   0   0   1   0   0   0   1   4   5  11  13  22  26  27  30  30  44  41  44  49  50  50  50  50  50  50  50  50  50  50
32  91   0   0   0   0   0   0   0   2   3   9   6  13  14  12  28  31  35  43  49  49  50  50  50  50  50  50  50  50  50  50  50  50
32  94   0   0   0   2   1   0   0   0   5   5   3   7  11  15  25  31  41  50  50  50  50  50  50  50  50  50  50  50  50  50  50  50
32  92   0   0   0   0   0   0   2   1   4   5  10   6  10  17  17  27  30  44  39  49  48  50  50  50  50  50  50  50  50  50  50  50
