Mode 1 Ntrig 50
32  88   0   0   0   0   0   0   1   0   1   3   9  11  16  24  22  35  34  33  44  49  48  50  50  50  50  50  50  50  50  50  50  50
32  79   0   0   0   0   0   0   0   0   2   0   3   8  10  14  24  39  37  41  49  49  49  50  50  50  50  50  50  50  50  50  50  50
32  88   0   0   0   0   0   0   0   1   3   8   7  10  20  20  23  27  30  38  46  45  49  49  49  50  50  50  50  50  50  50  50  50
32  87   0   0   0   0   0   0   2   0   5   1  10  13  14  22  33  33  39  41  46  47  49  49  50  50  50  50  50  50  50  50  50  50
32  92   0   0   0   0   0   0   0   0   0   3   4  13  14  16  19  29  38  39  46  50  50  50  50  50  50  50  50  50  50  50  50  50
32  86   0   0   0   0   0   0   0   0   1   4   4   8  15  25  24  29  35  34  39  45  47  50  49  50  50  50  50  50  50  50  50  50
32  87   0   0   0   0   0   0   1   1   2   6   5  13  12  27  33  29  34  41  46  49  48  50  50  50  50  50  50  50  50  50  50  50
32  86   0   0   0   0   0   0   1   0   0   2   4   9  18  15  33  29  39  43  40  45  49  50  50  50  50  50  50  50  50  50  50  50
32  92   0   0   0   0   0   4   0   1   6   7   8   5   7  14  22  27  35  39  43  48  49  50  50  50  50  50  50  50  50  50  50  50
32  85   0   0   0   0   0   0   0   0   2   1   6   5  15  22  22  29  40  39  45  48  48  50  49  50  49  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   2   3   4   7   9  11  10  14  18  26  28  43  42  46  47  50  50  50  50  50  50  50  50  50  50  50
32  77   0   0   0   0   0   0   2   2   4   7   8  11  11  17  20  36  35  45  46  49  50  48  50  50  50  50  50  50  50  50  50  50
32  87   0   0   0   0   0   0   0   1   0   3   4   9  16  24  27  27  30  32  41  47  48  49  49  50  50  50  50  50  50  50  50  50
32  93   0   0   0   0   0   0   1   0   5   3   2  12  10  14  21  27  35  38  47  47  50  50  50  50  50  50  50  50  50  50  50  50
32  88   0   0   0   0   0   0   0   1   2   5   8  14  19  18  31  30  32  42  39  46  49  50  49  50  50  50  50  50  50  50  50  50
32  83   0   0   0   0   0   0   0   0   2   3   3   7  11  19  21  37  35  45  42  46  49  49  50  50  50  50  50  50  50  50  50  50
32  85   0   0   0   0   0   0   0   0   1   3   4  10  14  18  23  27  37  39  39  45  45  49  49  50  50  50  50  50  50  50  50  50
32  82   0   0   0   0   0   0   1   0   1   1   3   5  17  26  22  36  35  38  46  47  50  49  48  49  50  50  50  50  50  50  50  50
32  84   0   0   0   0   0   0   0   0   0   0   2   4  10  17  24  27  37  45  44  48  43  48  50  50  49  50  50  50  50  50  50  50
