Parameters of the vcal vs. pulse height fits
par[3]*(TMath::Erf((x[0]-par[0])/par[1])+par[2])

2.336085e+02 2.596164e+02 1.019761e+00 1.389270e+02     Pix  0  0
2.292154e+02 2.604407e+02 1.022057e+00 1.412888e+02     Pix  0  1
2.350022e+02 2.592495e+02 1.018856e+00 1.381183e+02     Pix  0  2
2.350023e+02 2.592495e+02 1.018856e+00 1.381183e+02     Pix  0  3
2.276924e+02 2.606303e+02 1.022696e+00 1.420566e+02     Pix  0  4
2.245736e+02 2.608924e+02 1.023799e+00 1.435636e+02     Pix  0  5
2.376557e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0  6
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0  7
2.411844e+02 2.565924e+02 1.013015e+00 1.338580e+02     Pix  0  8
2.102595e+02 2.464522e+02 9.934465e-01 1.247441e+02     Pix  0  9
2.336084e+02 2.596164e+02 1.019761e+00 1.389269e+02     Pix  0 10
2.350023e+02 2.592495e+02 1.018856e+00 1.381183e+02     Pix  0 11
2.438554e+02 2.541546e+02 1.008088e+00 1.310078e+02     Pix  0 12
2.469474e+02 2.488365e+02 9.977828e-01 1.259493e+02     Pix  0 13
2.506260e+02 2.490056e+02 9.981114e-01 1.260739e+02     Pix  0 14
2.350025e+02 2.592496e+02 1.018856e+00 1.381185e+02     Pix  0 15
2.336083e+02 2.596163e+02 1.019761e+00 1.389268e+02     Pix  0 16
2.261445e+02 2.607804e+02 1.023275e+00 1.428149e+02     Pix  0 17
2.389025e+02 2.578347e+02 1.015644e+00 1.356132e+02     Pix  0 18
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0 19
2.389026e+02 2.578347e+02 1.015644e+00 1.356133e+02     Pix  0 20
2.196641e+02 2.472051e+02 9.947319e-01 1.250389e+02     Pix  0 21
2.164852e+02 2.469634e+02 9.943095e-01 1.249375e+02     Pix  0 22
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  0 23
2.506260e+02 2.490056e+02 9.981114e-01 1.260739e+02     Pix  0 24
2.362957e+02 2.482851e+02 9.967203e-01 1.255892e+02     Pix  0 25
2.430933e+02 2.550560e+02 1.009886e+00 1.319961e+02     Pix  0 26
2.376558e+02 2.583625e+02 1.016805e+00 1.364640e+02     Pix  0 27
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0 28
2.400822e+02 2.572468e+02 1.014385e+00 1.347464e+02     Pix  0 29
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  0 30
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  0 31
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  0 32
2.376560e+02 2.583625e+02 1.016805e+00 1.364641e+02     Pix  0 33
2.336083e+02 2.596163e+02 1.019761e+00 1.389268e+02     Pix  0 34
2.363535e+02 2.588326e+02 1.017872e+00 1.372978e+02     Pix  0 35
2.228894e+02 2.474378e+02 9.951471e-01 1.251432e+02     Pix  0 36
2.421946e+02 2.558649e+02 1.011521e+00 1.329433e+02     Pix  0 37
2.294873e+02 2.478778e+02 9.959529e-01 1.253607e+02     Pix  0 38
2.328640e+02 2.480854e+02 9.963418e-01 1.254737e+02     Pix  0 39
2.376559e+02 2.583625e+02 1.016805e+00 1.364640e+02     Pix  0 40
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0 41
2.620957e+02 2.494669e+02 9.990047e-01 1.264555e+02     Pix  0 42
2.362957e+02 2.482851e+02 9.967203e-01 1.255892e+02     Pix  0 43
2.433342e+02 2.486610e+02 9.974424e-01 1.258276e+02     Pix  0 44
2.400824e+02 2.572469e+02 1.014385e+00 1.347466e+02     Pix  0 45
2.328640e+02 2.480854e+02 9.963418e-01 1.254737e+02     Pix  0 46
2.421946e+02 2.558649e+02 1.011521e+00 1.329433e+02     Pix  0 47
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  0 48
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  0 49
2.469474e+02 2.488365e+02 9.977828e-01 1.259493e+02     Pix  0 50
2.376560e+02 2.583625e+02 1.016805e+00 1.364640e+02     Pix  0 51
2.350023e+02 2.592496e+02 1.018856e+00 1.381184e+02     Pix  0 52
2.376557e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0 53
2.261631e+02 2.476620e+02 9.955544e-01 1.252506e+02     Pix  0 54
2.261631e+02 2.476620e+02 9.955544e-01 1.252506e+02     Pix  0 55
2.328640e+02 2.480854e+02 9.963418e-01 1.254737e+02     Pix  0 56
2.362957e+02 2.482851e+02 9.967203e-01 1.255892e+02     Pix  0 57
2.411846e+02 2.565925e+02 1.013016e+00 1.338581e+02     Pix  0 58
2.400822e+02 2.572468e+02 1.014385e+00 1.347465e+02     Pix  0 59
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  0 60
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  0 61
2.543744e+02 2.491671e+02 9.984251e-01 1.262000e+02     Pix  0 62
2.228894e+02 2.474378e+02 9.951471e-01 1.251432e+02     Pix  0 63
2.228894e+02 2.474378e+02 9.951471e-01 1.251432e+02     Pix  0 64
2.362957e+02 2.482851e+02 9.967203e-01 1.255892e+02     Pix  0 65
2.469474e+02 2.488365e+02 9.977828e-01 1.259493e+02     Pix  0 66
2.543744e+02 2.491671e+02 9.984251e-01 1.262000e+02     Pix  0 67
2.620957e+02 2.494669e+02 9.990046e-01 1.264555e+02     Pix  0 68
2.350025e+02 2.592496e+02 1.018856e+00 1.381185e+02     Pix  0 69
2.389026e+02 2.578347e+02 1.015644e+00 1.356133e+02     Pix  0 70
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  0 71
2.411844e+02 2.565924e+02 1.013015e+00 1.338580e+02     Pix  0 72
2.328640e+02 2.480854e+02 9.963418e-01 1.254737e+02     Pix  0 73
2.421946e+02 2.558649e+02 1.011521e+00 1.329433e+02     Pix  0 74
2.328640e+02 2.480854e+02 9.963418e-01 1.254737e+02     Pix  0 75
2.328640e+02 2.480854e+02 9.963418e-01 1.254737e+02     Pix  0 76
2.228894e+02 2.474378e+02 9.951471e-01 1.251432e+02     Pix  0 77
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  0 78
2.506260e+02 2.490056e+02 9.981114e-01 1.260739e+02     Pix  0 79
2.363537e+02 2.588327e+02 1.017872e+00 1.372980e+02     Pix  1  0
2.350023e+02 2.592495e+02 1.018856e+00 1.381184e+02     Pix  1  1
2.376557e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  1  2
2.350023e+02 2.592496e+02 1.018856e+00 1.381184e+02     Pix  1  3
2.363535e+02 2.588326e+02 1.017872e+00 1.372979e+02     Pix  1  4
2.363535e+02 2.588326e+02 1.017872e+00 1.372979e+02     Pix  1  5
2.411844e+02 2.565924e+02 1.013015e+00 1.338580e+02     Pix  1  6
2.389027e+02 2.578348e+02 1.015644e+00 1.356133e+02     Pix  1  7
2.448258e+02 2.520121e+02 1.003884e+00 1.288571e+02     Pix  1  8
2.438556e+02 2.541547e+02 1.008088e+00 1.310080e+02     Pix  1  9
2.411845e+02 2.565924e+02 1.013015e+00 1.338580e+02     Pix  1 10
2.376558e+02 2.583625e+02 1.016805e+00 1.364639e+02     Pix  1 11
2.448258e+02 2.520121e+02 1.003884e+00 1.288571e+02     Pix  1 12
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  1 13
2.446555e+02 2.492382e+02 9.985431e-01 1.263229e+02     Pix  1 14
2.307112e+02 2.602097e+02 1.021358e+00 1.405116e+02     Pix  1 15
2.350022e+02 2.592495e+02 1.018856e+00 1.381183e+02     Pix  1 16
2.350023e+02 2.592495e+02 1.018856e+00 1.381183e+02     Pix  1 17
2.421944e+02 2.558649e+02 1.011521e+00 1.329432e+02     Pix  1 18
2.430932e+02 2.550559e+02 1.009886e+00 1.319961e+02     Pix  1 19
2.363536e+02 2.588326e+02 1.017872e+00 1.372979e+02     Pix  1 20
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  1 21
2.421944e+02 2.558649e+02 1.011521e+00 1.329432e+02     Pix  1 22
2.389027e+02 2.578348e+02 1.015644e+00 1.356133e+02     Pix  1 23
2.438554e+02 2.541547e+02 1.008088e+00 1.310079e+02     Pix  1 24
2.506260e+02 2.490056e+02 9.981114e-01 1.260739e+02     Pix  1 25
2.448262e+02 2.520123e+02 1.003885e+00 1.288573e+02     Pix  1 26
2.438556e+02 2.541547e+02 1.008088e+00 1.310080e+02     Pix  1 27
2.376559e+02 2.583625e+02 1.016805e+00 1.364640e+02     Pix  1 28
2.389026e+02 2.578347e+02 1.015644e+00 1.356133e+02     Pix  1 29
2.543744e+02 2.491671e+02 9.984251e-01 1.262000e+02     Pix  1 30
2.469474e+02 2.488365e+02 9.977828e-01 1.259493e+02     Pix  1 31
2.506260e+02 2.490056e+02 9.981114e-01 1.260739e+02     Pix  1 32
2.363537e+02 2.588327e+02 1.017872e+00 1.372980e+02     Pix  1 33
2.350023e+02 2.592495e+02 1.018856e+00 1.381184e+02     Pix  1 34
2.376557e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  1 35
2.411844e+02 2.565924e+02 1.013015e+00 1.338580e+02     Pix  1 36
2.397848e+02 2.484769e+02 9.970874e-01 1.257073e+02     Pix  1 37
2.389028e+02 2.578348e+02 1.015644e+00 1.356134e+02     Pix  1 38
2.400822e+02 2.572468e+02 1.014385e+00 1.347465e+02     Pix  1 39
2.421945e+02 2.558649e+02 1.011521e+00 1.329432e+02     Pix  1 40
2.421945e+02 2.558649e+02 1.011521e+00 1.329433e+02     Pix  1 41
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  1 42
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  1 43
2.543744e+02 2.491671e+02 9.984251e-01 1.262000e+02     Pix  1 44
2.430934e+02 2.550560e+02 1.009886e+00 1.319962e+02     Pix  1 45
2.376558e+02 2.583625e+02 1.016805e+00 1.364640e+02     Pix  1 46
2.376558e+02 2.583624e+02 1.016805e+00 1.364639e+02     Pix  1 47
2.581963e+02 2.493208e+02 9.987232e-01 1.263273e+02     Pix  1 48
2.543744e+02 2.491671e+02 9.984251e-01 1.262000e+02     Pix  1 49
2.543744e+02 2.491671e+02 9.984251e-01 1.262000e+02     Pix  1 50
2.363537e+02 2.588327e+02 1.017872e+00 1.372980e+02     Pix  1 51
2.363535e+02 2.588326e+02 1.017872e+00 1.372979e+02     Pix  1 52
2.363535e+02 2.588326e+02 1.017872e+00 1.372979e+02     Pix  1 53
2.362957e+02 2.482851e+02 9.967203e-01 1.255892e+02     Pix  1 54
2.438557e+02 2.541548e+02 1.008089e+00 1.310080e+02     Pix  1 55
2.438556e+02 2.541547e+02 1.008088e+00 1.310079e+02     Pix  1 56
2.411845e+02 2.565924e+02 1.013015e+00 1.338580e+02     Pix  1 57
