Mode 1 Ntrig 50
32  95   0   0   0   1   2   0   3   2   2   5  10   9  10  19  26  27  41  48  49  50  49  50  50  50  50  50  50  50  50  50  50  50
32  83   0   0   0   0   0   0   0   0   1   1   3  12  13  26  26  32  40  45  44  49  49  49  49  50  50  50  50  50  50  50  50  50
32  91   0   0   0   0   0   0   0   1   1   4   7  10  16  14  21  34  36  41  46  48  50  50  50  50  50  50  50  50  50  50  50  50
32  84   0   0   0   0   0   0   1   0   3   1   4   9  18  19  25  32  36  45  45  43  47  49  50  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   1   0   0   0   3   3   6   7  10  28  40  45  45  50  49  49  50  49  49  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   3   4   1  11   8  13  22  16  25  35  37  40  45  50  48  50  50  50  50  50  50  50  50  50  50  50
32  96   0   0   0   0   0   0   0   0   1   2   7   4  12  13  19  39  43  44  50  48  50  49  49  50  50  49  50  50  50  50  50  50
32  92   0   0   0   0   0   0   0   0   4   4   6   5  12  12  22  29  37  43  46  47  49  50  50  50  50  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   1   0   1   3   7  15  18  19  16  32  35  35  43  50  48  50  50  50  50  50  50  50  50  50  50  50
32  98   0   0   0   0   0   0   0   0   4   1   4   1   2  30  26  34  40  47  44  49  49  47  47  50  50  50  50  50  50  50  50  50
32  84   0   0   0   0   0   0   0   0   2   3   5   7  11  22  24  29  33  42  46  43  41  50  47  50  50  50  50  50  50  50  50  50
32  93   0   0   0   0   1   0   0   0   5   6  10  10  18  15  29  35  33  40  47  49  50  50  50  50  50  50  50  50  50  50  50  50
32  89   0   0   0   0   0   0   1   3   3   4   5   5  12  18  22  36  32  33  41  43  48  47  50  50  50  50  50  50  50  50  50  50
32  88   0   0   0   0   0   0   0   1   1   1  12  14  16  32  24  35  36  40  44  49  49  49  50  50  50  50  50  50  50  50  50  50
32  86   0   0   0   0   0   0   1   0   2   1   2   4   5  13  17  22  26  32  35  40  46  45  48  49  49  50  50  50  50  50  50  50
32  97   0   0   0   0   0   0   0   1   2   0   4   6   5  16  27  35  44  45  44  46  50  50  50  50  50  50  50  50  50  50  50  50
32  95   0   0   0   0   0   0   0   0   3   3   5   8  14  14  26  29  39  45  47  47  47  50  50  50  49  50  50  50  50  50  50  50
32  90   0   0   0   0   0   0   0   2   4   3  11  10  16  23  22  30  40  45  42  48  50  50  50  50  50  50  50  50  50  50  50  50
